profile,energy-kcal_value,sugars_100g,saturated-fat_value,sodium_100g,Nbr additifs à risque,additives_count,fruits-vegetables-nuts-estimate-from-ingredients_serving,proteins_100g,fiber_100g
π1,398.597190475,4.8473142857000004,6.895683333350001,1.1323292857,2.35,9.4,1.660571613300001,8.16507142855,1.56322214285
π2,396.0,1.8,9.9,104.16,1.0,4.0,0.0,8.0,2.0
π3,349.1552462686567,4.228208955223881,0.7679104478507448,0.10299701492537316,-2.220446049250313e-16,0.1044776119402977,1.2584336248507393,12.940298507462684,4.365671642507462
π4,281.8196721311475,2.2680327860983605,3.5277049180327875,0.4158295080327869,0.0983606557377048,0.5737704918032782,4.448966829606558,9.581147547229508,1.9778688524590162
π5,132.84,1.9860000019,1.3239999981000001,0.3235199999999999,0.2599999999999999,2.22,8.30361765862,3.9239999980999993,1.3139999999999998
π6,118.71999999999994,3.2520000000000002,1.34,0.3337599999999999,-1.1102230246251565e-16,0.4800000000000004,41.768514648,4.68,1.7479999999999998
